index,date,pres,filename,link,title
36,18611105,AL,18611105_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70055,Executive Order—Approving the Plan of the Governor of Missouri
37,18611107,AL,18611107_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70066,Executive Order
38,18611116,AL,18611116_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70078,Executive Order
39,18611127,AL,18611127_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70089,Executive Order
40,18611202,AL,18611202_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69784,Executive Order—Authorizing General H.W. Halleck To Suspend the Writ of Habeas Corpus
41,18611230,AL,18611230_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69785,Executive Order
42,18620122,AL,18620122_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69786,Executive Order
43,18620127,AL,18620127_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69787,Executive Order—General War Order No. 1
44,18620131,AL,18620131_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69788,Executive Order—Special War Order No. 1
45,18620211,AL,18620211_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69789,Executive Order
46,18620213,AL,18620213_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69790,Executive Order
47,18620214,AL,18620214_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69792,Executive Order No. 1—Relating to Political Prisoners
48,18620218,AL,18620218_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69793,Executive Order
49,18620218,AL,18620218_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69794,Executive Order
50,18620218,AL,18620218_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69795,Executive Order
51,18620218,AL,18620218_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69796,Executive Order
52,18620225,AL,18620225_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69797,Executive Order—Taking into Military Possession all Telegraph Lines in the United States
53,18620227,AL,18620227_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69798,Executive Order No. 2—State Prisoners
54,18620228,AL,18620228_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69799,Executive Order—Commercial Intercourse
55,18620308,AL,18620308_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69800,Executive Order—President's General War Order No. 2
56,18620308,AL,18620308_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69801,Executive Order—President's General War Order No. 3
57,18620311,AL,18620311_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69803,Executive Order—President's Special War Order No. 3
58,18620313,AL,18620313_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69804,Executive Order
59,18620315,AL,18620315_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69805,Executive Order
60,18620405,AL,18620405_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69806,Executive Order
61,18620525,AL,18620525_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69807,Executive Order—Taking Military Possession of Railroads
62,18620528,AL,18620528_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69808,Executive Order
63,18620530,AL,18620530_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69809,Executive Order
64,18620626,AL,18620626_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70153,Order Constituting the Army of Virginia
65,18620630,AL,18620630_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69810,Executive Order—Call for Troops
66,18620701,AL,18620701_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69811,Executive Order
67,18620711,AL,18620711_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69812,Executive Order—Making Henry W. Halleck General-in-Chief
68,18620711,AL,18620711_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=581,Executive Order—Concerning the Southwest Branch of the Pacific Railroad
69,18620721,AL,18620721_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69814,Executive Order—In Regard to Behavior of Aliens
70,18620722,AL,18620722_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69815,"Executive Order—Authorizing Employment of ""Contrabands"""
71,18620725,AL,18620725_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69816,Executive Order
72,18620731,AL,18620731_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69817,Executive Order
73,18620804,AL,18620804_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69818,Executive Order
74,18620808,AL,18620808_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69819,Executive Order
75,18620814,AL,18620814_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69820,Executive Order
76,18620902,AL,18620902_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69821,Executive Order
77,18620903,AL,18620903_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=88868,Order to General H.W. Halleck
78,18621020,AL,18621020_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69822,Executive Order—Establishing a Provisional Court in Louisiana
79,18621029,AL,18621029_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69824,Executive Order
80,18621105,AL,18621105_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69825,Executive Order—Relieving General G. B. McClellan and Making Other Changes
81,18621107,AL,18621107_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69826,Executive Order
82,18621112,AL,18621112_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69827,Executive Order—Concerning Blockade
83,18621113,AL,18621113_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69828,Executive Order—Concerning the Confiscation Act
84,18621115,AL,18621115_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69829,Executive Order—General Order Respecting the Observance of the Sabbath Day in the Army and Navy
85,18621121,AL,18621121_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69830,Executive Order—Prohibiting the Export of Arms and Munitions of War
86,18621222,AL,18621222_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69881,Executive Order
87,18630104,AL,18630104_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69882,Executive Order
88,18630108,AL,18630108_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69883,Executive Order
89,18630121,AL,18630121_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69884,Executive Order
90,18630125,AL,18630125_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=88869,General Orders No. 20—Relieving General A.E. Burnside and Making Other Changes
91,18630331,AL,18630331_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69903,Executive Order—License of Commercial Intercourse
92,18630622,AL,18630622_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69904,Executive Order
93,18630704,AL,18630704_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69905,Executive Order
94,18630709,AL,18630709_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69906,Executive Order
95,18630725,AL,18630725_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69907,Executive Order
96,18630730,AL,18630730_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69908,Executive Order—Retaliation
97,18630825,AL,18630825_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69909,Executive Order
98,18630831,AL,18630831_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69910,Executive Order
99,18630904,AL,18630904_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69911,Executive Order—Concerning Commercial Regulations
100,18630924,AL,18630924_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69913,Executive Order
101,18631110,AL,18631110_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=69914,Executive Order—Export of Tobacco Purchased by Foreign Nations
102,18631207,AL,18631207_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70002,Executive Order
103,18631221,AL,18631221_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70003,Executive Order
104,18640109,AL,18640109_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70004,Executive Order
105,18640112,AL,18640112_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70005,Executive Order
106,18640126,AL,18640126_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=593,Executive Order—Approving Trade Regulations
107,18640201,AL,18640201_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70006,"Executive Order—Drafting 500,000 Men"
108,18640201,AL,18640201_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70007,Executive Order—Regarding the Colonization Experiment
109,18640226,AL,18640226_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70008,Executive Order—Deserters Death Sentences Remitted
110,18640307,AL,18640307_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70009,Executive Order—Exportation of Tobacco Belonging to the French Government
111,18640307,AL,18640307_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70010,Executive Order
112,18640310,AL,18640310_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70011,Executive Order—Assigning U.S. Grant to the Command of the Armies of the United States
113,18640312,AL,18640312_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70013,Executive Order
114,18640314,AL,18640314_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70014,"Executive Order—Calling for 200,000 Men"
115,18640402,AL,18640402_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70015,Executive Order
116,18640423,AL,18640423_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70016,Executive Order
117,18640509,AL,18640509_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70017,Executive Order
118,18640518,AL,18640518_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70018,Executive Order—Arrest and Imprisonment of Irresponsible Newspaper Reporters and Editors
119,18640718,AL,18640718_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70019,Executive Order
120,18640831,AL,18640831_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70020,Executive Order—Concerning Cotton
121,18640903,AL,18640903_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70021,Executive Order—Tendering Thanks to Major-General William T. Sherman
122,18640903,AL,18640903_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70023,Executive Order
123,18640903,AL,18640903_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70024,Executive Order
124,18640903,AL,18640903_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70025,Executive Order—Tendering Thanks to Admiral Farragut and Major-General Canby
125,18640910,AL,18640910_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70026,Executive Order—Thanks to Hundred-Day Troops From Ohio
126,18640924,AL,18640924_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70027,Executive Order—Concerning the Purchase of Products in Insurrectionary States
127,18641001,AL,18641001_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70028,"Executive Order—Returning Thanks to the Volunteers for One Hundred Days From the States of Indiana, Illinois, Iowa, and Wisconsin"
128,18641012,AL,18641012_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70029,Executive Order
129,18641114,AL,18641114_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70030,Executive Order
130,18641203,AL,18641203_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70031,"Executive Order—Concerning the Steamer ""Funayma Solace"""
131,18641210,AL,18641210_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70063,Executive Order—Appointing Commissioners to Investigate the Military Division West of the Mississippi
132,18641217,AL,18641217_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70064,Executive Order
133,18641231,AL,18641231_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70065,Executive Order
134,18650120,AL,18650120_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70067,Executive Order
135,18650206,AL,18650206_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70068,Executive Order—Establishment of a Board to Make Corrections in the Draft
136,18650213,AL,18650213_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70069,Executive Order
137,18650221,AL,18650221_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70070,Executive Order
138,18650308,AL,18650308_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70080,Executive Order
139,18650314,AL,18650314_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70081,Executive Order—Ordering the Arrest and Designation as Prisoners of War All Persons Engaged in Intercourse or Trade with the Insurgents by Sea
140,18650327,AL,18650327_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70082,Executive Order—Ordering the Raising of the Flag and Other Commemorations at Fort Sumter
141,18650404,AL,18650404_Executive_Order_AL.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=70083,Executive Order
142,18650429,AJ,18650429_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72057,Executive Order
143,18650429,AJ,18650429_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72068,Executive Order
144,18650501,AJ,18650501_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72079,Executive Order
145,18650503,AJ,18650503_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72090,"Executive Order—Rescinding Regulations Prohibiting the Exportation of Arms, Ammunition, Horses, Mules, and Live Stock"
146,18650504,AJ,18650504_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72101,Executive Order
147,18650506,AJ,18650506_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72112,Executive Order—Special Orders: 211
148,18650507,AJ,18650507_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72123,Executive Order
149,18650509,AJ,18650509_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72135,Executive Order—Special Orders: 216
150,18650509,AJ,18650509_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72146,Executive Order—To Reestablish the Authority of the United States and Execute the Laws Within the Geographical Limits Known as the State of Virginia
151,18650527,AJ,18650527_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72157,Executive Order
152,18650531,AJ,18650531_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72168,Executive Order
153,18650602,AJ,18650602_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72179,Executive Order—General Orders: 107
154,18650602,AJ,18650602_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72190,Executive Order
155,18650602,AJ,18650602_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72201,Executive Order
156,18650606,AJ,18650606_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72212,Executive Order—General Orders: 109
157,18650606,AJ,18650606_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72223,Executive Order
158,18650607,AJ,18650607_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72234,Executive Order
159,18650609,AJ,18650609_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72246,Executive Order
160,18650705,AJ,18650705_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72257,Executive Order—General Court-Martial Orders: 356
161,18650705,AJ,18650705_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72268,Executive Order
162,18650715,AJ,18650715_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72279,Executive Order
163,18650807,AJ,18650807_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72290,Executive Order
164,18650825,AJ,18650825_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72301,Executive Order
165,18650907,AJ,18650907_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72312,Executive Order
166,18650916,AJ,18650916_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72323,Executive Order—General Orders: 138
167,18650919,AJ,18650919_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72334,Executive Order—Special Orders: 503
168,18651009,AJ,18651009_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72345,Executive Order—General Orders: 145
169,18651011,AJ,18651011_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72357,Executive Order
170,18651111,AJ,18651111_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72361,Executive Order
171,18651124,AJ,18651124_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72362,Executive Order—General Orders: 164
172,18660407,AJ,18660407_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71994,Executive Order
173,18660413,AJ,18660413_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71995,Executive Order
174,18660501,AJ,18660501_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71996,Executive Order—General Orders: 26—Order in Relation to Trials by Military Courts and Commissions
175,18660529,AJ,18660529_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71997,Executive Order
176,18660605,AJ,18660605_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71998,Executive Order
177,18660618,AJ,18660618_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=71999,Executive Order
178,18661026,AJ,18661026_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72000,Executive Order
179,18661030,AJ,18661030_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72001,Executive Order
180,18661101,AJ,18661101_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72003,Executive Order
181,18661102,AJ,18661102_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72004,Executive Order
182,18670311,AJ,18670311_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72128,Executive Order—General Orders: 10
183,18670315,AJ,18670315_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72129,Executive Order—General Orders: 18
184,18670620,AJ,18670620_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72130,Executive Order
185,18670812,AJ,18670812_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72131,Executive Order—Suspending from Office Edwin M. Stanton as Secretary of War
186,18670812,AJ,18670812_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72132,Executive Order
187,18670817,AJ,18670817_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72133,Executive Order
188,18670826,AJ,18670826_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72136,Executive Order
189,18670826,AJ,18670826_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72137,Executive Order
190,18670904,AJ,18670904_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72138,Executive Order
191,18671217,AJ,18671217_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72277,Executive Order
192,18671228,AJ,18671228_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72278,Executive Order—General Orders: 104
193,18680212,AJ,18680212_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72280,Executive Order—General Orders: 10
194,18680221,AJ,18680221_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72281,Executive Order—Removing Edwin M. Stanton as Secretary of War
195,18680221,AJ,18680221_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72282,Executive Order—Authorizing Lorenzo Thomas to Act as Secretary of War
196,18680328,AJ,18680328_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72283,Executive Order—General Orders: 17
197,18680528,AJ,18680528_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72284,Executive Order
198,18680601,AJ,18680601_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72285,Executive Order
199,18680603,AJ,18680603_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72286,Executive Order—General Orders: 25
200,18680603,AJ,18680603_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72287,Executive Order
201,18680630,AJ,18680630_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72288,Executive Order—General Orders: 33
202,18680713,AJ,18680713_Executive_Order_AJ.txt,http://www.presidency.ucsb.edu/ws/index.php?pid=72289,Executive Order—General Orders: 44
